system	dq	unadjusted	corrected
4idl	-1	0.344656030963947	0.34343904237002765
4idl	-1	0.31171525200861133	0.3106290137319214
4idl	-1	0.32916753294793416	0.3280206488495175
4idl	-1	0.3204465243673354	0.3193316682359312
4idl	-2	0.33116082183262885	0.3259314226705057
4idl	-1	0.2683622821482009	0.26739481909153784
4idl	-1	0.3194815955933287	0.3183700497803105
4idl	-1	0.193183941457343	0.1924210386521299
4idl	-1	0.3492891603996691	0.34804988847834156
4idl	-1	0.3696407753680796	0.36832439527249305
4idl	-1	0.3582660793275383	0.3569890869083839
4idl	-1	0.342524606194694	0.3413184918277785
4idl	-1	0.3374087318350828	0.3362271136685563
4idl	-1	0.3132791760485061	0.31218801464962587
4idl	-1	0.26210278025563194	0.26115137338952304
4idl	-1	0.30295323060005735	0.3018932909464973
4idl	-1	0.0	0.0
4idl	-1	0.3427344695922637	0.3415272928088194
4idl	-1	0.150877098486178	0.150249585811871
4idl	-1	0.3493260825317628	0.34808664137470385
4idl	-1	0.1629956853556593	0.16232758972332453
4idl	-2	0.31961473591346834	0.3146480181594242
4idl	0	0.35588908924463547	0.3562005094995151
4idl	-1	0.3163234885283395	0.3152225045229543
4idl	-1	0.25942501015583075	0.25848047678423064
4idl	-1	0.2782952972702148	0.2773022255095942
4idl	-1	0.016288236357891967	0.01621000268654033
4idl	-1	0.2584433181928041	0.257501307056508
4idl	-1	0.1379635678757829	0.13738092989031603
4idl	-1	0.2609218699313753	0.259973493342871
4idl	-1	0.17106951511321095	0.1703751950965704
4idl	-1	0.2613910273865947	0.26044144676180175
4idl	-1	0.35018961469203236	0.34894625109770666
4idl	0	0.3941059656524169	0.39453409814128837
4idl	-1	0.34491229416163793	0.3436940163178967
4idl	0	0.3298080951699942	0.33002658925483885
4idl	-1	0.30701884896615733	0.3059469539000363
4idl	-1	0.3475583491552309	0.34632715435099487
4idl	-1	0.2968219012191026	0.2957793415402659
4idl	-1	0.3427952718117355	0.3415877863100633
4idl	-1	0.18795943026564674	0.18721231017514353
4idl	-1	0.32270806525759566	0.32158528415597565
4idl	-1	0.2504985261472714	0.24957700729992272
4idl	-1	0.3515388523213497	0.35028949405653326
4idl	-1	0.3518632034784238	0.35061242792070585
4idl	0	0.34439340861098766	0.3446640563868033
4idl	0	0.29126377764508005	0.2913922987546319
4idl	0	0.36404232243032997	0.364380176149038
4idl	0	0.2770585190808484	0.2771684995018685
4idl	0	0.3430583466087362	0.34332386258796427
4idl	0	0.32400922376315483	0.3242099871616941
4idl	0	0.3684224415207028	0.3687739701386346
4idl	0	0.3496290549258768	0.3499189336876732
4idl	0	0.33476322203079295	0.334998203966072
4idl	0	0.33999449467576465	0.340248292459869
4idl	0	0.3531057996917502	0.35340780553024204
4idl	0	0.34076865467110734	0.34102536455689614
4idl	0	0.3092170856133274	0.30937968703909857
4idl	-1	0.3255971560586984	0.3244638821128869
4idl	0	0.28133055589645584	0.28144538061057994
4idl	0	0.3508278683478187	0.3511219793918015
4idl	0	0.24662102395099678	0.2467130458631782
4idl	0	0.34745152865400597	0.3477335670325047
4idl	0	0.3280174872402438	0.3282303301442636
4idl	0	0.3814511193949756	0.38184200472496116
4idl	0	0.31794773637444185	0.3181316771795185
4idl	0	0.34681575521294483	0.3470954641321934
4idl	0	0.3974301385102502	0.39786799338085294
4idl	0	0.3620480438901372	0.3623795642405314
4idl	0	0.3670904693053529	0.36743787041040993
4idl	0	0.28788480210664513	0.28800827274510216
4idl	-1	0.33599968224341425	0.33482437958960465
4idl	0	0.3436383915113161	0.3439061499495076
4idl	0	0.3376222079409066	0.3378672889546369
4idl	0	0.3877267431841783	0.38813616595787137
4idl	0	0.31360338930737985	0.3137762978430292
4idl	-1	0.2666837016877964	0.2657205455346907
4idl	-1	0.3505079241541053	0.3492631317419941
4idl	0	0.35770064108423033	0.3580180690195305
4idl	0	0.34097292778481025	0.3412304116751636
4idl	-1	0.339578125609752	0.3383864346346753
4idl	-1	1.0	1.0
4idl	1	0.33311972728964584	0.33195682383484426
4idl	0	0.29453911527558785	0.29467292932446376
4idl	0	0.25703828805572254	0.2571333478403915
4idl	0	0.32656100613203604	0.3267693694000282
4idl	0	0.32540140432413334	0.3256062750891112
4idl	0	0.36540932473662635	0.3657514787493436
4idl	0	0.3600635576777594	0.3603886976195939
4idl	0	0.3630598738525808	0.3633946168180462
4idl	0	0.3223440509195257	0.32254002265268694
4idl	0	0.37144970097614755	0.37181052365531525
4idl	0	0.32853160546586596	0.32874605459089845
4idl	1	0.3951463210423287	0.39376697729032706
4idl	0	0.337896822385133	0.3381428966394176
4idl	1	0.3731212730337909	0.3717944183285646
4idl	0	0.37437970709604823	0.37474942622422386
4idl	0	0.34989727437791046	0.3501881049984237
4idl	-1	0.3287106709358884	0.32756557132400294
4idl	0	0.341744473103163	0.34200490167607134
4idl	-1	0.29872722550044395	0.29767933841437666
4idl	0	0.36200948510465897	0.36234088225468697
4idl	0	0.34489656296805804	0.3451691183780477
4idl	0	0.302402998783219	0.30255117601005155
4idl	0	0.3505885860666927	0.3508818568313038
4idl	-1	0.31116004191638336	0.3100755327310136
4idl	1	0.35557849526664803	0.3543121128109838
4idl	0	0.3596213061173334	0.3599450125986834
4idl	0	0.3726721056769968	0.37303665079015896
4idl	0	0.3603255153945659	0.3606515023615804
4idl	0	0.3599988188861411	0.36032374926518423
4idl	0	0.3468454768013062	0.3471252950488766
4idl	0	0.321579024250408	0.3217728382745063
4idl	0	0.35461140075309683	0.3549185286296848
4idl	0	0.2483090360137281	0.2484013426795611
4idl	0	0.27111131684654427	0.2712155548463206
4idl	1	0.39032365288509907	0.38895397745281507
4idl	0	0.3718442971395258	0.3722063232168572
4idl	0	0.29978927876563644	0.2999324172418798
4idl	-1	0.3700510867749772	0.3687334363275735
4idl	1	0.36336689248231063	0.36207119548860717
4idl	1	0.2872974551900693	0.28628075576826073
4idl	0	0.3228077361307574	0.32300502900599276
4idl	0	0.2997946811001262	0.2999378297154227
4idl	0	0.32411150522679766	0.32431256723185553
4idl	0	0.3378422607979567	0.3380881373838899
4idl	0	0.3032488630626395	0.30339872870357726
4idl	0	0.26073533592989667	0.2608322263414604
4idl	0	0.3706894595388906	0.37104795871500246
4idl	0	0.2954086449394364	0.2955439310639701
4idl	1	0.4161730057682015	0.4147613457012713
4idl	0	0.32611358486302783	0.3263205928520932
4idl	-1	0.3229800740625061	0.32185632330029373
4idl	-1	0.3402137488540806	0.3390190215860722
4idl	0	0.3098617761392563	0.31002584127626387
4idl	1	0.3319234783641466	0.33076553863803015
4idl	0	0.29404464298800953	0.294177632525039
4idl	0	0.3761388803150393	0.37651390112933397
4idl	-1	0.3440294940624456	0.34281568708701293
4idl	-1	0.3117441247242086	0.31065779626730383
4idl	1	0.36874882640106765	0.3674352414890518
4idl	0	0.27791244297704465	0.2780233428956351
4idl	1	0.3579361633573112	0.35666044414468456
4idl	0	0.39601968570760154	0.3964534166439369
4idl	0	0.2613070398791416	0.261404249581831
4idl	0	0.26222644239824006	0.26232418612763997
4idl	0	0.3597645243285291	0.36008869550171013
4idl	0	0.2738345636841663	0.27394128884527463
4idl	0	0.35278104428710866	0.3530819356726473
4idl	0	0.2783980539336559	0.2785094875616598
4idl	0	0.3932197038041612	0.39364524198057654
4idl	0	0.3609720531021055	0.361300124242877
4idl	-1	0.4080261249305736	0.4066252207567655
4idl	0	0.35999516619999766	0.36032008475233107
4idl	0	0.3760112185405255	0.3763858555228268
4idl	0	0.3472355565011062	0.3475168057053599
4idl	0	0.3745340020012534	0.37490418724784486
4idl	0	0.41793329286556297	0.4184312332927758
4idl	0	0.3711547198229832	0.3715146417526071
4idl	0	0.2724499960979379	0.27255542697522117
4idl	0	0.3364306637887687	0.33667148251271617
4idl	0	0.31202180302907134	0.312190900355231
4idl	0	0.40302010551614664	0.40347429893721287
4idl	0	0.3572292237725441	0.35754509672907203
4idl	0	0.3789292935194209	0.37931267205262137
4idl	0	0.358330536687684	0.35865003355624314
4idl	0	0.2947055828681817	0.2948396765480024
4idl	0	0.34797999930633006	0.34826395966525303
4idl	0	0.33183667103255926	0.33206176232326823
4idl	0	0.3667677305608112	0.3671141277100812
4idl	-1	0.374423227696288	0.3730926256618849
4idl	0	0.3403889946617711	0.3406442722162322
4idl	0	0.3785694839217705	0.37895178801190493
4idl	0	0.2943276473902843	0.2944611077095435
4idl	0	0.3781491864579102	0.3785302343207509
4idl	0	0.35240876472575916	0.3527083741799804
4idl	0	0.38732431037032367	0.3877325492271888
4idl	0	0.2881346462450616	0.2882584762827596
4idl	0	0.3587642893906343	0.35908520527300175
4idl	0	0.4008798884241495	0.40132782613988927
4idl	0	0.3573792528631758	0.3576956213155867
4idl	0	0.3573563995916944	0.3576726926051456
4idl	-1	0.3511987244559924	0.34995086224117816
4idl	0	0.34187901344806887	0.34213995896171895
4idl	0	0.3360124447772751	0.3362517856146518
4idl	0	0.39189894522288676	0.3923206147789776
4idl	0	0.35443605852313526	0.354742593549614
4idl	-1	0.28917066300263417	0.2881489630417661
4idl	-1	0.3680495398380002	0.36673817899494987
4idl	0	0.3501753879737051	0.3504672025200599
4idl	0	0.303127728294904	0.3032773503934094
4idl	-1	0.3157127040312811	0.3146137175330984
4idl	0	0.34885118254477643	0.34913828404276215
4idl	-1	0.4081349321868174	0.40673387038465064
4idl	1	0.35212639639567445	0.35087447744602795
4idl	0	0.39072169872487633	0.39113991711402396
4idl	0	0.31579137409655683	0.31596973452780214
4idl	0	0.3652066816362286	0.3655482001556118
4idl	0	0.39913216229362225	0.3995749921098427
4idl	0	0.34937116658190953	0.34966012738495117
4idl	0	0.36159800422868954	0.36192808479506866
4idl	0	0.35592685675504154	0.35623840317133154
4idl	0	0.2985336174507446	0.29867442997922744
4idl	0	0.3763165003614394	0.3766920549877575
4idl	0	0.32593869929100333	0.32614518018068056
4idl	1	0.3776242846829877	0.37628484665468503
4idl	0	0.3014563292447799	0.30160265047475876
4idl	1	0.3803012293084015	0.3789547975352151
4idl	0	0.3868744634971122	0.3872813782941442
4idl	0	0.36978201222969653	0.3701377290116806
4idl	-1	0.36201740603873267	0.3607264838149405
4idl	0	0.29422012588546775	0.29435340698952905
4idl	-1	0.27339590011966103	0.27241549595737174
4idl	0	0.36881484077098814	0.3691675806673998
4idl	0	0.35838536950574895	0.35870504601106806
4idl	0	0.36403081801449305	0.3643686354067525
4idl	-1	0.39295592808695706	0.3915808606482612
4idl	1	0.3587208620968223	0.35744212766604927
4idl	0	0.391825627418327	0.39224708212430065
4idl	0	0.37433150585679414	0.3747010793253854
4idl	0	0.3436896444409511	0.3439576000602872
4idl	0	0.34828471131551764	0.34856977413626755
4idl	0	0.3889861969249611	0.38939932155355356
4idl	0	0.4490479565473746	0.449639333173291
4idl	0	0.38933916093600657	0.38975332217250885
4idl	0	0.3351351321628446	0.33537140313702263
4idl	0	0.389547395261656	0.3899621678926624
4idl	0	0.34444228446494707	0.3447131181621684
4idl	1	0.3871839580527071	0.3858210887771202
4idl	0	0.34854813901325926	0.34883415161950543
4idl	0	0.33393860829932326	0.3341707581442777
4idl	-1	0.342800007274464	0.3415924977116094
4idl	1	0.34974390557350377	0.3485025580333145
4idl	1	0.32178736218761284	0.32066783649057756
4idl	0	0.3248355079103881	0.3250386978954072
4idl	0	0.2522811242944643	0.25237441477586003
4idl	0	0.37176091325912164	0.3721226851854766
4idl	0	0.2769573793139044	0.27706725242837166
4idl	0	0.38849544137173603	0.3889071241209625
4idl	0	0.31843024435861633	0.31861546239668753
4idl	0	0.33479807005406	0.3350331724618158
4idl	0	0.34161322507905706	0.34187315035174776
4idl	1	0.4441325111161403	0.4426982299047749
4idl	0	0.36940523484953186	0.3697597933684176
4idl	-1	0.3796156427017346	0.3782709687441646
4idl	-1	0.3566356349097639	0.35536501367354917
4idl	0	0.31351072559229964	0.31368340785056703
4idl	1	0.3631033980297143	0.36180862385584833
4idl	0	0.2765362131587167	0.2766456430596601
4idl	0	0.3551192486566129	0.3554280883811081
4idl	-1	0.3351594601758948	0.3339878434475149
4idl	-1	0.35070252537371727	0.34945686390640934
4idl	1	0.3552053798130934	0.35394051419396133
4idl	0	0.32832702972793354	0.3285408381428492
4idl	1	0.38452816788384503	0.3831713871385674
4idl	0	0.38813958429207246	0.3885502210512901
4idl	0	0.29791366166146827	0.298053348215311
4idl	0	0.35722314648570036	0.35753899935862987
4idl	0	0.24772989819623753	0.24782209827988336
4idl	0	0.3884579131348731	0.3888694855936323
4idl	0	0.36757179201651374	0.3679206875508137
4idl	0	0.3503399318337079	0.35063232707320946
4idl	0	0.37635135549183063	0.37672701483968474
4idl	0	0.40379983653268914	0.40425630958874365
4idl	0	0.3660608748563926	0.36640506766017383
